"","id","text","lang","author_id","created_at","clean_text"
"14","1581341057123377153","President @KagutaMuseveni has announced a raft of measures to curb the further spread of Ebola in Uganda; all take immediate effect and will last 21 days

1. Movements into and out of Mubende and Kassanda districts is prohibited 🚫 https://t.co/nywjCGOMsi","en","1059692462321623041","2022-10-15T17:47:42.000Z","presidenthas announced a raft of measures to curb the fuher spread of ebola in uganda all take immediate effect and will lastdays   movements into and out of mubende and kassanda districts is prohibited"
"15","1581341026899197952","Ebola outbreak;
President @KagutaMuseveni addresses the nation for the third time on issues of Ebola that we have in the districts of Mubende, Kyegegwa, Kassanda, Kagadi &amp; Bunyangabu.We now have 58 confirmed cases &amp; 19 deaths
@EdwardGEN256 @MosesWatasa @MinofHealthUG  #M7Address https://t.co/cSincgkqP9","en","1092677233154670592","2022-10-15T17:47:35.000Z","ebola outbreak presidentaddresses the nation for the third time on issues of ebola that we have in the districts of mubende kyegegwa kassanda kagadi amp bunyangabuwe now haveconfirmed cases ampdeaths maddress"
"16","1581341009375821824","#M7Address
Witchdoctors, traditional healers and Christian groups claiming to be praying for sick people, those ones who tell people that they can heal them through miracles have led to the spread of Ebola to other districts - President Museveni https://t.co/HtrBZzC3Ky","en","805852345057820673","2022-10-15T17:47:31.000Z","maddress witchdoctors traditional healers and christian groups claiming to be praying for sick people those ones who tell people that they can heal them through miracles have led to the spread of ebola to other districtspresident museveni"
"17","1581340995673001985","President Museveni has announced a raft of measures to curb the further spread of Ebola in Uganda; all take immediate effect and will last 21 days

1. Movements into and out of Mubende and Kassanda districts is prohibited","en","742629609016053760","2022-10-15T17:47:27.000Z","president museveni has announced a raft of measures to curb the fuher spread of ebola in uganda all take immediate effect and will lastdays   movements into and out of mubende and kassanda districts is prohibited"
"18","1581340994024312833","@Dougeldridge12 $CEMI. Buy under .40 on Monday. Current market cap is $9M. Cash on hand $18M.

✅ Dual Covid/Flu Test
✅ Dual HIV-SYPHILIS Test
      $4 billion market.
✅  Developing Monkey POX Test
       With N.I.H. Guidance.
✅  Rapid Ebola Test
      
Next p.r. could triple the share price. https://t.co/1gBBocZFJH","en","50463387","2022-10-15T17:47:27.000Z","cemi buy underon monday current market cap is m cash on hand m  dual covidflu test  dual hivsyphilis test billion market  developing monkey pox test  with nih guidance  rapid ebola test   next pr could triple the share price"
"19","1581340990459478017","Just in: Pres.Museveni has declared a daily curfew on high risk districts; Mubende and Kassanda from 7pm-6am to contain the spread of Ebola. Movement into and out of the two districts has also been restricted.

@nbstv #NBSUpdates","en","285577145","2022-10-15T17:47:26.000Z","just in presmuseveni has declared a daily curfew on high risk districts mubende and kassanda from pmam to contain the spread of ebola movement into and out of the two districts has also been restricted   nbsupdates"
"20","1581340976395612161","@CapitalismEvil @reluctantlyjoe The good news, is that Ebola viruses, of course, are not RNA viruses. 🤣","en","842678603305377793","2022-10-15T17:47:23.000Z","the good news is that ebola viruses of course are not rna viruses"
"21","1581340933731545088","@MKupperman @CredibleInsider @MeetJess Yes! Covid only spreads by rubbing your elbows against infected intestines under a full moon, as per the information we were first given (and still are in most places). No reason ebola isn't the same.","en","1290035572371849219","2022-10-15T17:47:13.000Z","yes covid only spreads by rubbing your elbows against infected intestines under a full moon as per the information we were first given and still are in most places no reason ebola isnt the same"
"22","1581340927108345857","Lockdown announced: Nobody should move in or outside Mubende and kasanda districts, curfew starts at 7pm and ends at 6am. Stay where you are! And movements between Mubende and Kasanda also prohibited. #lockdown #Ebola #21Days","en","542065895","2022-10-15T17:47:11.000Z","lockdown announced nobody should move in or outside mubende and kasanda districts curfew stas at pm and ends at am stay where you are and movements between mubende and kasanda also prohibited lockdown ebola days"
"23","1581340918615265280","No public transport anymore in mubende n kabale due to the Ebola epidemic according to Mr. Museveni 🤔🤔","en","1578358406955651074","2022-10-15T17:47:09.000Z","no public transpo anymore in mubende n kabale due to the ebola epidemic according to mr museveni"
"24","1581340840730849287","@George22634669 @Eleanor_Asher3d @IvorMectin1 @thereal_truther Uganda is having another Ebola outbreak if you want proof viruses exist firsthand. I'm sure flights are pretty cheap.","en","3125470665","2022-10-15T17:46:50.000Z","uganda is having another ebola outbreak if you want proof viruses exist firsthand im sure flights are pretty cheap"
"25","1581340837409345536","President @KagutaMuseveni blames the spread of Ebola on peoples' insolence. Strict restrictions have been issued.

#NBSUpdates https://t.co/yOALkUUd5X","en","756984901","2022-10-15T17:46:50.000Z","presidentblames the spread of ebola on peoples insolence strict restrictions have been issued  nbsupdates"
"26","1581340833609306112","""Movements in and out Mubende and Kasanda districts are prohibited at night""-H.E @KagutaMuseveni #M7Address 
#Ebola https://t.co/86sndv159q","en","1508346413725491202","2022-10-15T17:46:49.000Z","movements in and out mubende and kasanda districts are prohibited at nighthemaddress  ebola"
"27","1581340824830611456","President Museveni: As I have told you many times, this disease (Ebola) is survivable, and to prove that, so far, 20 people have recovered from the Ebola virus.

#M7Address #NilePostNews https://t.co/JpMDY5ZqlI","en","899936409074761728","2022-10-15T17:46:47.000Z","president museveni as i have told you many times this disease ebola is survivable and to prove that so farpeople have recovered from the ebola virus  maddress nilepostnews"
"28","1581340779481473025","Witchdoctors, traditional healers and Christian groups claiming to be praying for sick people, those ones who tell people that they can heal them through miracles have led to the spread of #Ebola to other districts - President Museveni

#M7Address #EbolaOutbreakUG https://t.co/oVd5H8Q2mo","en","1462612303","2022-10-15T17:46:36.000Z","witchdoctors traditional healers and christian groups claiming to be praying for sick people those ones who tell people that they can heal them through miracles have led to the spread of ebola to other districtspresident museveni  maddress ebolaoutbreakug"
"29","1581340744207699968","Public, private transport and boda bodas are not permitted to move in Mubende and Kasanda districts to curb Ebola - President Museveni

#NTVNews #M7Address #Ebola https://t.co/cqLNXDsaH2","en","109220563","2022-10-15T17:46:27.000Z","public private transpo and boda bodas are not permitted to move in mubende and kasanda districts to curb ebolapresident museveni  ntvnews maddress ebola"
"30","1581340729032331264","Public, private transport and boda Boda’s are not allowed to move in the two #Ebola most  affected districts of Mubende and Kassanda for 21 days. This takes immediate effect. @KagutaMuseveni speech on #Ebola #Uganda","en","48645341","2022-10-15T17:46:24.000Z","public private transpo and boda bodas are not allowed to move in the two ebola mostaffected districts of mubende and kassanda fordays this takes immediate effectspeech on ebola uganda"
"31","1581340717279911937","President Yoweri Kaguta Museveni,has announced lockdown in Two Central region Districts including Mubende and kasanda ,Due to Ebola outbreak. https://t.co/ehHIsTkqvf","en","1574776168544452610","2022-10-15T17:46:21.000Z","president yoweri kaguta musevenihas announced lockdown in two central region districts including mubende and kasanda due to ebola outbreak"
"32","1581340684287561728","News In:President Yoweri Kaguta Museveni has directed that there will be no more movements of people in and out of the districts of Kasanda and Mubende .This  is one of the measures government is taking to contain  the spread of #EBOLA.
#UBCupdates https://t.co/UlpLYRKdRe","en","1262372187656372224","2022-10-15T17:46:13.000Z","news inpresident yoweri kaguta museveni has directed that there will be no more movements of people in and out of the districts of kasanda and mubende thisis one of the measures government is taking to containthe spread of ebola ubcupdates"
"33","1581340612477227009","Presidential Address On Ebola: Museveni Announces Curfew, Bans Public Transport https://t.co/1V25rpAWRl","en","1248686563980181511","2022-10-15T17:45:56.000Z","presidential address on ebola museveni announces curfew bans publictranspo"
